
        AX        AY        AZ         WX        WY        WZ     AngleX    AngleY    AngleZ
     -0.01      0.06      0.15       0.00     -0.00      0.00      29.79     -7.51   -156.88  
     -0.01      0.06      0.14       0.00     -0.01      0.01      29.75     -7.68   -156.84  
     -0.01      0.06      0.15       0.00     -0.01      0.01      29.75     -7.75   -156.80  
     -0.01      0.06      0.14       0.00     -0.01      0.01      29.75     -7.81   -156.73  
     -0.01      0.06      0.15      -0.00     -0.00      0.01      29.58     -7.84   -156.63  
     -0.00      0.06      0.14      -0.00     -0.01      0.01      29.39     -8.08   -156.54  
     -0.01      0.06      0.14       0.00     -0.00      0.00      29.42     -8.02   -156.48  
     -0.01      0.06      0.15       0.01     -0.01      0.01      29.46     -8.07   -156.42  
     -0.00      0.06      0.14      -0.00     -0.01      0.01      29.36     -8.28   -156.34  
     -0.01      0.06      0.15      -0.00     -0.00      0.00      29.27     -8.18   -156.32  
     -0.01      0.06      0.14      -0.00     -0.01      0.00      29.19     -8.23   -156.31  
     -0.01      0.06      0.15      -0.00     -0.01      0.01      29.12     -8.30   -156.30  
     -0.01      0.06      0.14       0.01     -0.01      0.00      29.19     -8.39   -156.33  
     -0.01      0.07      0.15       0.00     -0.00     -0.00      29.20     -8.30   -156.41  
     -0.01      0.06      0.15      -0.01     -0.01     -0.00      29.01     -8.33   -156.49  
     -0.00      0.06      0.14      -0.00     -0.01     -0.00      28.91     -8.38   -156.62  
     -0.01      0.07      0.15       0.01      0.00     -0.01      28.99     -8.16   -156.77  
     -0.01      0.06      0.14       0.00     -0.01     -0.00      29.02     -8.23   -156.93  
     -0.01      0.06      0.15       0.00     -0.01     -0.00      28.99     -8.20   -157.09  
     -0.01      0.06      0.15      -0.00     -0.00     -0.01      28.92     -8.05   -157.24  
     -0.01      0.06      0.15      -0.00     -0.01     -0.01      28.81     -8.03   -157.42  
     -0.01      0.06      0.15       0.00     -0.01     -0.01      28.88     -7.97   -157.60  
     -0.01      0.07      0.15       0.01     -0.01     -0.01      29.01     -7.93   -157.77  
     -0.01      0.07      0.15      -0.00     -0.01     -0.01      28.95     -7.84   -157.98  
     -0.01      0.06      0.15      -0.00     -0.01     -0.01      28.88     -7.75   -158.23  
     -0.01      0.06      0.15       0.00     -0.00     -0.01      28.87     -7.61   -158.47  
     -0.01      0.07      0.15       0.00     -0.01     -0.01      28.91     -7.53   -158.78  
     -0.01      0.07      0.14       0.01     -0.01     -0.01      29.04     -7.45   -159.11  
     -0.01      0.07      0.15       0.00     -0.00     -0.01      29.05     -7.27   -159.40  
     -0.01      0.06      0.15      -0.01     -0.01     -0.01      28.85     -7.23   -159.75  
     -0.01      0.06      0.15      -0.00     -0.01     -0.02      28.77     -7.08   -160.10  
     -0.01      0.06      0.15       0.01     -0.00     -0.02      28.88     -6.87   -160.46  
     -0.01      0.07      0.15       0.01     -0.01     -0.02      29.06     -6.78   -160.88  
     -0.01      0.07      0.15       0.01     -0.01     -0.02      29.21     -6.61   -161.28  
     -0.01      0.07      0.15      -0.00     -0.01     -0.02      29.14     -6.42   -161.69  
     -0.01      0.06      0.15      -0.01     -0.01     -0.02      28.99     -6.24   -162.17  
     -0.01      0.06      0.15       0.00     -0.01     -0.02      29.05     -6.05   -162.67  
     -0.01      0.07      0.15       0.01     -0.00     -0.02      29.23     -5.78   -163.13  
     -0.01      0.07      0.14       0.00     -0.01     -0.03      29.29     -5.70   -163.71  
     -0.01      0.07      0.15       0.00     -0.00     -0.03      29.33     -5.39   -164.24  
     -0.01      0.06      0.15      -0.00     -0.01     -0.03      29.29     -5.13   -164.76  
     -0.01      0.06      0.15      -0.00     -0.01     -0.03      29.20     -4.98   -165.34  
     -0.01      0.06      0.15       0.00     -0.01     -0.03      29.23     -4.74   -165.88  
     -0.02      0.06      0.15       0.01     -0.00     -0.02      29.37     -4.46   -166.34  
     -0.01      0.07      0.15       0.00     -0.01     -0.03      29.46     -4.28   -166.94  
     -0.01      0.06      0.15       0.01     -0.01     -0.02      29.54     -4.15   -167.42  
     -0.02      0.06      0.15       0.00     -0.00     -0.03      29.55     -3.79   -167.92  
     -0.01      0.06      0.15      -0.01     -0.01     -0.02      29.41     -3.71   -168.42  
     -0.02      0.06      0.15       0.01     -0.01     -0.02      29.48     -3.53   -168.84  
     -0.02      0.06      0.15       0.01     -0.00     -0.02      29.63     -3.27   -169.24  
     -0.01      0.06      0.14       0.01     -0.01     -0.02      29.70     -3.24   -169.71  
     -0.02      0.07      0.15       0.01     -0.00     -0.02      29.78     -2.98   -170.09  
     -0.02      0.06      0.15       0.00     -0.01     -0.01      29.77     -2.88   -170.40  
     -0.02      0.06      0.15      -0.00     -0.01     -0.02      29.69     -2.72   -170.80  
     -0.02      0.06      0.14       0.01     -0.01     -0.01      29.78     -2.66   -171.11  
     -0.02      0.06      0.15       0.01     -0.00     -0.01      29.90     -2.49   -171.36  
     -0.02      0.06      0.14       0.00     -0.01     -0.01      29.88     -2.49   -171.66  
     -0.02      0.06      0.15       0.01     -0.01     -0.01      29.93     -2.42   -171.88  
     -0.02      0.07      0.15       0.01     -0.00     -0.01      29.98     -2.24   -172.05  
     -0.01      0.06      0.14       0.00     -0.01     -0.00      29.94     -2.41   -172.21  
     -0.02      0.06      0.15       0.01     -0.00     -0.01      30.01     -2.30   -172.34  
     -0.02      0.06      0.15       0.01     -0.00     -0.00      30.05     -2.22   -172.44  
     -0.02      0.06      0.14      -0.00     -0.01     -0.00      29.97     -2.33   -172.58  
     -0.02      0.06      0.15       0.00     -0.00     -0.00      29.99     -2.25   -172.64  
     -0.02      0.07      0.15       0.01     -0.01     -0.00      30.11     -2.26   -172.74  
     -0.02      0.06      0.15       0.00     -0.01     -0.00      30.13     -2.29   -172.83  
     -0.01      0.06      0.14       0.00     -0.01      0.00      30.14     -2.36   -172.91  
     -0.02      0.07      0.15       0.00     -0.00     -0.00      30.16     -2.23   -173.00  
     -0.02      0.06      0.15      -0.00     -0.01     -0.00      30.09     -2.33   -173.11  
     -0.02      0.06      0.14       0.01     -0.01      0.00      30.13     -2.39   -173.16  
     -0.03      0.07      0.15       0.01      0.00     -0.01      30.26     -2.21   -173.26  
     -0.01      0.06      0.15      -0.00     -0.01      0.01      30.14     -2.41   -173.30  
     -0.02      0.06      0.15      -0.00     -0.01      0.00      30.06     -2.41   -173.34  
     -0.03      0.07      0.15       0.01     -0.00     -0.00      30.17     -2.28   -173.42  
     -0.02      0.06      0.15       0.01     -0.01      0.01      30.21     -2.42   -173.42  
     -0.02      0.06      0.14       0.00     -0.01      0.01      30.16     -2.57   -173.43  
     -0.02      0.06      0.15       0.00     -0.00     -0.00      30.18     -2.44   -173.51  
     -0.02      0.06      0.15       0.00     -0.00     -0.00      30.13     -2.39   -173.56  
     -0.01      0.06      0.14      -0.00     -0.02      0.01      30.04     -2.69   -173.55  
     -0.02      0.06      0.15       0.01     -0.00     -0.00      30.12     -2.57   -173.63  
     -0.02      0.07      0.15       0.00     -0.00     -0.00      30.15     -2.44   -173.70  
     -0.01      0.06      0.14      -0.00     -0.01      0.01      30.08     -2.66   -173.75  
     -0.02      0.06      0.15       0.00     -0.00     -0.00      30.07     -2.62   -173.79  
     -0.02      0.07      0.15       0.00     -0.00     -0.01      30.10     -2.50   -173.91  
     -0.02      0.07      0.15       0.00     -0.01      0.00      30.10     -2.57   -174.00  
     -0.02      0.06      0.14       0.00     -0.01      0.00      30.13     -2.69   -174.03  
     -0.02      0.06      0.15       0.00     -0.00     -0.00      30.08     -2.57   -174.12  
     -0.02      0.07      0.15      -0.00     -0.01     -0.00      29.99     -2.53   -174.25  
     -0.02      0.06      0.14       0.00     -0.01      0.00      30.01     -2.64   -174.30  
     -0.02      0.06      0.15       0.01     -0.00     -0.00      30.05     -2.54   -174.39  
     -0.02      0.06      0.15       0.00     -0.01     -0.00      30.01     -2.55   -174.56  
     -0.02      0.06      0.15       0.00     -0.00     -0.00      29.97     -2.52   -174.63  
     -0.02      0.06      0.15       0.00     -0.01     -0.00      29.92     -2.52   -174.73  
     -0.02      0.06      0.14       0.00     -0.01     -0.00      29.90     -2.53   -174.86  
     -0.02      0.06      0.15       0.01     -0.00     -0.00      29.95     -2.44   -174.97  
     -0.02      0.06      0.14       0.00     -0.01     -0.00      29.94     -2.52   -175.06  
     -0.02      0.06      0.14       0.00     -0.01     -0.00      29.92     -2.49   -175.21  
     -0.02      0.06      0.14       0.00     -0.00     -0.00      29.95     -2.44   -175.30  
     -0.02      0.06      0.14       0.00     -0.01     -0.00      29.92     -2.48   -175.41  
     -0.02      0.06      0.14       0.00     -0.01     -0.00      29.88     -2.51   -175.54  
     -0.02      0.06      0.14       0.00     -0.00     -0.00      29.89     -2.43   -175.64  
     -0.02      0.06      0.15       0.00     -0.01     -0.00      29.87     -2.43   -175.76  
     -0.02      0.06      0.14       0.00     -0.01     -0.00      29.88     -2.52   -175.92  
     -0.02      0.07      0.15       0.01     -0.00     -0.00      29.94     -2.41   -176.01  
     -0.02      0.07      0.15       0.00     -0.01     -0.01      29.95     -2.34   -176.19  
     -0.01      0.06      0.14      -0.00     -0.02      0.00      29.83     -2.58   -176.32  
     -0.03      0.06      0.15       0.00      0.00     -0.01      29.82     -2.34   -176.41  
     -0.02      0.06      0.15      -0.00     -0.01     -0.01      29.74     -2.24   -176.66  
     -0.02      0.06      0.14       0.00     -0.02     -0.00      29.76     -2.42   -176.82  
     -0.02      0.06      0.15       0.01     -0.00     -0.01      29.87     -2.27   -176.95  
     -0.02      0.06      0.14       0.00     -0.01     -0.01      29.92     -2.21   -177.21  
     -0.02      0.06      0.14       0.00     -0.01     -0.01      29.87     -2.14   -177.46  
     -0.01      0.06      0.14       0.00     -0.01     -0.00      29.83     -2.21   -177.61  
     -0.02      0.07      0.15       0.01     -0.00     -0.02      29.89     -1.92   -178.01  
     -0.02      0.07      0.14       0.00     -0.01     -0.02      29.91     -1.81   -178.35  
     -0.02      0.06      0.14       0.00     -0.01     -0.01      29.92     -1.87   -178.57  
     -0.03      0.07      0.15       0.00     -0.00     -0.02      29.90     -1.52   -179.01  
     -0.02      0.06      0.14       0.00     -0.01     -0.01      29.88     -1.48   -179.36  
     -0.02      0.06      0.15       0.00     -0.01     -0.02      29.87     -1.31   -179.68  
     -0.02      0.06      0.14       0.01     -0.01     -0.02      29.92     -1.20    179.81  
     -0.02      0.07      0.15       0.00     -0.00     -0.02      29.96     -0.91    179.36  
     -0.02      0.06      0.15      -0.00     -0.01     -0.02      29.87     -0.71    178.90  
     -0.02      0.06      0.14       0.00     -0.01     -0.03      29.86     -0.60    178.26  
     -0.03      0.07      0.15       0.01      0.00     -0.03      29.99     -0.12    177.68  
     -0.02      0.06      0.14       0.01     -0.01     -0.03      30.03     -0.03    177.09  
     -0.02      0.07      0.15       0.00     -0.01     -0.04      30.04      0.26    176.37  
     -0.03      0.06      0.15       0.01     -0.00     -0.04      30.10      0.67    175.66  
     -0.02      0.06      0.14       0.00     -0.01     -0.04      30.07      0.98    174.87  
     -0.03      0.06      0.15       0.00     -0.01     -0.04      30.09      1.36    174.02  
     -0.03      0.06      0.14       0.01     -0.01     -0.04      30.13      1.72    173.20  
     -0.03      0.06      0.15       0.00     -0.01     -0.05      30.11      2.21    172.29  
     -0.03      0.06      0.14       0.00     -0.01     -0.05      30.10      2.53    171.36  
     -0.03      0.06      0.15       0.01     -0.00     -0.05      30.12      3.00    170.51  
     -0.03      0.06      0.15       0.00     -0.01     -0.05      30.04      3.44    169.55  
     -0.03      0.06      0.14       0.01     -0.01     -0.05      30.01      3.81    168.54  
     -0.04      0.06      0.15       0.01     -0.00     -0.05      30.05      4.39    167.61  
     -0.03      0.06      0.14       0.00     -0.01     -0.05      29.98      4.72    166.60  
     -0.03      0.06      0.14       0.00     -0.01     -0.05      29.90      5.22    165.57  
     -0.03      0.06      0.15       0.01     -0.01     -0.05      29.85      5.71    164.61  
     -0.04      0.06      0.14       0.01     -0.01     -0.05      29.78      6.14    163.54  
     -0.04      0.06      0.14       0.01     -0.01     -0.05      29.69      6.61    162.52  
     -0.03      0.05      0.14       0.01     -0.01     -0.05      29.63      7.03    161.50  
     -0.04      0.06      0.15       0.00     -0.00     -0.06      29.48      7.61    160.38  
     -0.04      0.06      0.14       0.01     -0.01     -0.05      29.44      7.99    159.37  
     -0.04      0.06      0.14       0.02     -0.01     -0.05      29.62      8.44    158.35  
     -0.04      0.06      0.15       0.01     -0.01     -0.06      29.55      8.94    157.30  
     -0.03      0.05      0.14      -0.00     -0.01     -0.05      29.22      9.27    156.22  
     -0.05      0.05      0.15       0.00      0.00     -0.06      29.04      9.90    155.23  
     -0.04      0.05      0.15       0.01     -0.01     -0.05      29.01     10.28    154.22  
     -0.04      0.05      0.14       0.01     -0.01     -0.05      28.98     10.63    153.16  
     -0.04      0.05      0.15       0.01     -0.00     -0.05      28.87     11.15    152.18  
     -0.04      0.05      0.14       0.00     -0.01     -0.05      28.62     11.53    151.19  
     -0.05      0.05      0.15       0.01     -0.00     -0.05      28.53     12.00    150.21  
     -0.04      0.05      0.14       0.01     -0.01     -0.05      28.46     12.22    149.22  
     -0.05      0.06      0.15       0.01      0.00     -0.05      28.38     12.85    148.27  
     -0.04      0.05      0.14       0.01     -0.01     -0.05      28.21     13.13    147.27  
     -0.05      0.05      0.14       0.01     -0.01     -0.04      28.10     13.43    146.46  
     -0.05      0.05      0.15       0.01     -0.00     -0.06      28.08     13.93    145.43  
     -0.05      0.05      0.14       0.01     -0.01     -0.05      27.93     14.26    144.50  
     -0.05      0.05      0.15       0.01     -0.00     -0.05      27.75     14.66    143.60  
     -0.05      0.05      0.14       0.01     -0.01     -0.04      27.62     14.94    142.71  
     -0.05      0.05      0.15       0.01      0.00     -0.05      27.56     15.48    141.73  
     -0.05      0.05      0.15       0.01     -0.01     -0.04      27.36     15.78    140.82  
     -0.05      0.05      0.14       0.01     -0.01     -0.04      27.20     16.05    139.99  
     -0.05      0.05      0.15       0.01      0.00     -0.05      27.08     16.53    139.11  
     -0.05      0.04      0.14       0.01     -0.01     -0.04      26.90     16.73    138.32  
     -0.05      0.05      0.15       0.01     -0.00     -0.05      26.77     17.12    137.42  
     -0.05      0.05      0.15       0.01     -0.00     -0.04      26.65     17.43    136.66  
     -0.05      0.04      0.14       0.01     -0.01     -0.04      26.46     17.68    135.88  
     -0.06      0.04      0.15       0.01     -0.00     -0.04      26.35     18.00    135.07  
     -0.05      0.04      0.15       0.01     -0.00     -0.04      26.16     18.26    134.32  
     -0.05      0.04      0.15       0.01     -0.00     -0.04      25.98     18.51    133.57  
     -0.06      0.04      0.15       0.01     -0.00     -0.04      25.76     18.84    132.79  
     -0.06      0.04      0.14       0.01     -0.01     -0.04      25.63     19.03    132.02  
     -0.06      0.04      0.15       0.01     -0.00     -0.04      25.49     19.37    131.26  
     -0.06      0.04      0.14       0.01     -0.01     -0.04      25.29     19.59    130.47  
     -0.06      0.04      0.14       0.01     -0.01     -0.04      25.12     19.85    129.63  
     -0.06      0.04      0.15       0.01     -0.00     -0.04      24.95     20.20    128.83  
     -0.05      0.04      0.14       0.01     -0.01     -0.04      24.71     20.35    127.99  
     -0.06      0.04      0.15       0.01     -0.00     -0.04      24.54     20.70    127.18  
     -0.06      0.04      0.15       0.01     -0.00     -0.03      24.38     20.91    126.48  
     -0.06      0.04      0.14       0.01     -0.01     -0.04      24.14     21.08    125.67  
     -0.06      0.04      0.15       0.01     -0.00     -0.04      23.90     21.37    124.91  
     -0.06      0.03      0.15       0.01     -0.00     -0.03      23.70     21.60    124.23  
     -0.06      0.04      0.15       0.01     -0.01     -0.04      23.52     21.79    123.48  
     -0.06      0.03      0.15       0.01     -0.00     -0.03      23.38     21.96    122.79  
     -0.06      0.03      0.15       0.01      0.00     -0.04      23.22     22.24    122.10  
     -0.06      0.03      0.15       0.01     -0.01     -0.03      22.99     22.39    121.37  
     -0.06      0.03      0.15       0.01     -0.00     -0.03      22.82     22.57    120.75  
     -0.06      0.03      0.15       0.01     -0.00     -0.03      22.66     22.77    120.14  
     -0.06      0.03      0.15       0.01     -0.00     -0.03      22.44     22.93    119.44  
     -0.06      0.03      0.15       0.00      0.00     -0.03      22.19     23.17    118.83  
     -0.06      0.03      0.15       0.01     -0.00     -0.03      21.99     23.29    118.24  
     -0.06      0.03      0.15       0.01     -0.00     -0.03      21.85     23.46    117.58  
     -0.06      0.03      0.15       0.01      0.00     -0.03      21.73     23.67    117.03  
     -0.06      0.03      0.15       0.01     -0.00     -0.03      21.57     23.81    116.40  
     -0.06      0.03      0.15       0.01     -0.00     -0.03      21.39     23.97    115.82  
     -0.06      0.03      0.15       0.01      0.00     -0.03      21.31     24.14    115.29  
     -0.07      0.03      0.15       0.01     -0.00     -0.03      21.18     24.33    114.68  
     -0.06      0.03      0.15       0.01     -0.00     -0.03      21.04     24.47    114.09  
     -0.06      0.03      0.15       0.01     -0.00     -0.02      20.93     24.63    113.58  
     -0.06      0.03      0.15       0.01     -0.00     -0.03      20.81     24.80    112.94  
     -0.06      0.03      0.15       0.01     -0.00     -0.03      20.64     24.96    112.37  
     -0.07      0.03      0.15       0.01     -0.00     -0.02      20.56     25.10    111.89  
     -0.06      0.03      0.15       0.01     -0.00     -0.03      20.47     25.23    111.29  
     -0.06      0.02      0.15       0.01      0.00     -0.03      20.27     25.41    110.71  
     -0.06      0.02      0.15       0.01      0.00     -0.03      20.11     25.58    110.14  
     -0.06      0.02      0.14       0.01     -0.00     -0.03      20.02     25.69    109.57  
     -0.06      0.02      0.15       0.01      0.00     -0.03      19.92     25.84    109.04  
     -0.06      0.02      0.15       0.01      0.00     -0.03      19.71     26.00    108.52  
     -0.06      0.02      0.14       0.01     -0.00     -0.03      19.57     26.11    107.95  
     -0.06      0.02      0.15       0.01      0.00     -0.02      19.49     26.25    107.43  
     -0.06      0.02      0.14       0.01     -0.00     -0.03      19.35     26.38    106.89  
     -0.06      0.02      0.15       0.01      0.00     -0.03      19.20     26.56    106.29  
     -0.06      0.02      0.15       0.01     -0.00     -0.02      19.09     26.66    105.87  
     -0.06      0.02      0.14       0.01     -0.00     -0.03      19.00     26.78    105.26  
     -0.07      0.02      0.15       0.01      0.00     -0.03      18.84     26.98    104.69  
     -0.07      0.02      0.14       0.01     -0.00     -0.02      18.70     27.08    104.24  
     -0.07      0.02      0.15       0.01      0.00     -0.03      18.62     27.24    103.70  
     -0.06      0.02      0.14       0.01     -0.00     -0.02      18.56     27.29    103.27  
     -0.07      0.02      0.15       0.01      0.00     -0.02      18.52     27.44    102.84  
     -0.06      0.02      0.15       0.01      0.00     -0.02      18.39     27.57    102.32  
     -0.06      0.02      0.14       0.01     -0.00     -0.02      18.28     27.61    101.91  
     -0.07      0.02      0.15       0.01      0.00     -0.02      18.29     27.79    101.56  
     -0.06      0.02      0.15       0.01      0.00     -0.02      18.24     27.87    101.16  
     -0.07      0.02      0.15       0.01     -0.00     -0.02      18.16     27.95    100.68  
     -0.07      0.02      0.15       0.01      0.00     -0.02      18.13     28.12    100.32  
     -0.07      0.02      0.15       0.01     -0.00     -0.01      18.02     28.15    100.03  
     -0.07      0.02      0.15       0.01      0.00     -0.02      17.97     28.25     99.60  
     -0.06      0.02      0.15       0.01     -0.00     -0.02      17.95     28.30     99.21  
     -0.07      0.02      0.15       0.01      0.00     -0.01      17.91     28.42     98.95  
     -0.07      0.02      0.15       0.01      0.00     -0.02      17.74     28.47     98.61  
     -0.06      0.01      0.14       0.01     -0.00     -0.01      17.65     28.47     98.33  
     -0.07      0.02      0.15       0.01      0.01     -0.02      17.66     28.69     98.05  
     -0.06      0.02      0.14       0.01     -0.00     -0.02      17.59     28.66     97.67  
     -0.07      0.02      0.15       0.01      0.00     -0.02      17.49     28.79     97.32  
     -0.07      0.02      0.15       0.01      0.00     -0.02      17.44     28.86     97.00  
     -0.07      0.02      0.15       0.01      0.00     -0.02      17.42     28.94     96.64  
     -0.07      0.02      0.15       0.01      0.00     -0.02      17.31     29.08     96.28  
     -0.07      0.01      0.14       0.01     -0.00     -0.01      17.28     29.08     96.00  
     -0.07      0.01      0.15       0.01      0.00     -0.02      17.21     29.23     95.66  
     -0.06      0.01      0.14       0.01     -0.00     -0.01      17.09     29.20     95.31  
     -0.07      0.01      0.15       0.01      0.01     -0.01      17.03     29.36     95.02  
     -0.06      0.01      0.15       0.01     -0.00     -0.01      17.02     29.36     94.73  
     -0.06      0.01      0.15       0.01     -0.00     -0.01      16.97     29.34     94.51  
     -0.07      0.01      0.15       0.01      0.01     -0.01      16.96     29.47     94.30  
     -0.07      0.01      0.14       0.01     -0.00     -0.01      16.97     29.44     94.12  
     -0.07      0.01      0.15       0.01      0.00     -0.01      16.94     29.51     93.86  
     -0.06      0.01      0.15       0.01      0.00     -0.01      16.94     29.52     93.67  
     -0.07      0.01      0.15       0.01      0.00     -0.01      16.95     29.61     93.42  
     -0.07      0.01      0.15       0.01      0.00     -0.01      16.89     29.64     93.14  
     -0.06      0.01      0.15       0.01      0.00     -0.01      16.89     29.65     92.92  
     -0.07      0.01      0.15       0.01      0.00     -0.01      16.83     29.75     92.63  
     -0.06      0.01      0.15       0.01      0.00     -0.01      16.83     29.78     92.33  
     -0.06      0.01      0.15       0.01      0.00     -0.01      16.76     29.83     92.09  
     -0.07      0.01      0.15       0.01      0.00     -0.01      16.79     29.88     91.94  
     -0.06      0.01      0.15       0.01      0.00     -0.01      16.80     29.92     91.69  
     -0.07      0.01      0.15       0.01      0.00     -0.01      16.79     29.96     91.54  
     -0.06      0.01      0.15       0.01      0.00     -0.01      16.84     29.99     91.29  
     -0.06      0.01      0.15       0.01      0.00     -0.01      16.80     30.06     91.09  
     -0.07      0.01      0.15       0.01      0.00     -0.00      16.88     30.09     91.03  
     -0.06      0.01      0.14       0.01      0.00     -0.01      16.90     30.07     90.86  
     -0.07      0.01      0.15       0.01      0.01     -0.00      16.96     30.15     90.82  
     -0.06      0.01      0.14       0.01      0.00     -0.00      17.06     30.10     90.74  
     -0.07      0.01      0.15       0.01      0.00     -0.00      17.12     30.16     90.70  
     -0.06      0.01      0.15       0.01      0.00     -0.00      17.17     30.16     90.63  
     -0.07      0.01      0.15       0.01      0.00     -0.00      17.28     30.19     90.57  
     -0.07      0.01      0.15       0.01      0.00     -0.01      17.33     30.25     90.48  
     -0.06      0.01      0.14       0.01     -0.00     -0.00      17.36     30.16     90.39  
     -0.07      0.01      0.15       0.01      0.01     -0.01      17.45     30.28     90.32  
     -0.06      0.01      0.14       0.01     -0.00     -0.01      17.46     30.25     90.21  
     -0.07      0.01      0.15       0.01      0.00     -0.00      17.57     30.27     90.16  
     -0.06      0.01      0.15       0.01      0.00     -0.01      17.61     30.27     90.03  
     -0.07      0.01      0.14       0.01      0.00     -0.00      17.58     30.25     90.02  
     -0.08      0.02      0.15       0.02      0.01     -0.01      17.76     30.45     89.92  
     -0.07      0.01      0.15       0.01      0.00     -0.00      17.83     30.49     89.86  
     -0.07      0.01      0.15       0.00     -0.00     -0.00      17.67     30.42     89.81  
     -0.06      0.01      0.15       0.02     -0.00     -0.01      17.69     30.35     89.48  
     -0.07      0.01      0.15       0.01      0.01      0.00      17.76     30.45     89.60  
     -0.06      0.01      0.14       0.02     -0.00     -0.01      17.86     30.39     89.43  
     -0.07      0.01      0.14       0.01     -0.00     -0.01      17.82     30.37     89.26  
     -0.07      0.01      0.15       0.01      0.01      0.00      17.88     30.54     89.34  
     -0.06      0.01      0.15       0.01     -0.00     -0.01      17.95     30.44     89.17  
     -0.06      0.01      0.14       0.01     -0.00     -0.01      17.91     30.32     89.01  
     -0.07      0.01      0.15       0.01      0.01     -0.00      17.99     30.45     89.01  
     -0.07      0.01      0.15       0.02      0.00     -0.01      18.12     30.48     88.91  
     -0.07      0.01      0.14       0.01     -0.00     -0.00      18.06     30.36     88.81  
     -0.07      0.01      0.15       0.01      0.01     -0.00      18.12     30.50     88.82  
     -0.07      0.01      0.15       0.02      0.00     -0.01      18.24     30.49     88.71  
     -0.06      0.01      0.15       0.01     -0.00     -0.00      18.28     30.40     88.64  
     -0.06      0.01      0.14       0.01      0.00     -0.00      18.29     30.38     88.57  
     -0.07      0.01      0.15       0.01      0.01     -0.00      18.40     30.53     88.54  
     -0.06      0.01      0.15       0.01     -0.00     -0.00      18.43     30.40     88.43  
     -0.07      0.01      0.15       0.01      0.00     -0.00      18.43     30.43     88.44  
     -0.07      0.01      0.15       0.01      0.01     -0.01      18.50     30.51     88.35  
     -0.06      0.01      0.15       0.01     -0.00     -0.00      18.58     30.40     88.30  
     -0.07      0.01      0.15       0.01      0.00     -0.00      18.61     30.44     88.29  
     -0.07      0.01      0.15       0.01      0.00     -0.00      18.69     30.47     88.23  
     -0.07      0.01      0.15       0.01      0.00     -0.00      18.75     30.46     88.23  
     -0.07      0.01      0.15       0.01     -0.00      0.00      18.84     30.39     88.23  
     -0.07      0.01      0.15       0.01      0.01      0.00      18.92     30.43     88.28  
     -0.07      0.01      0.15       0.01      0.00      0.00      19.01     30.36     88.31  
     -0.06      0.01      0.15       0.01      0.00      0.00      19.11     30.27     88.37  
     -0.07      0.01      0.15       0.01      0.01      0.00      19.23     30.33     88.44  
     -0.07      0.01      0.15       0.01      0.00      0.00      19.35     30.26     88.56  
     -0.06      0.01      0.14       0.01     -0.00      0.01      19.40     30.11     88.67  
     -0.07      0.01      0.15       0.01      0.01      0.00      19.59     30.13     88.81  
     -0.07      0.01      0.15       0.01      0.00      0.01      19.75     30.09     89.01  
     -0.06      0.01      0.14       0.01     -0.00      0.01      19.89     29.92     89.18  
     -0.07      0.01      0.15       0.01      0.00      0.01      20.07     29.89     89.37  
     -0.07      0.01      0.15       0.01      0.00      0.01      20.26     29.84     89.62  
     -0.06      0.01      0.15       0.01     -0.00      0.01      20.40     29.71     89.79  
     -0.06      0.01      0.14       0.01      0.00      0.01      20.52     29.61     89.98  
     -0.07      0.01      0.15       0.01      0.01      0.01      20.75     29.60     90.26  
     -0.07      0.01      0.15       0.01      0.00      0.01      20.87     29.49     90.44  
     -0.06      0.02      0.14       0.01     -0.00      0.01      21.05     29.32     90.63  
     -0.07      0.01      0.15       0.01      0.01      0.01      21.20     29.36     90.90  
     -0.06      0.02      0.15       0.01     -0.00      0.01      21.37     29.21     91.05  
     -0.06      0.02      0.15       0.01      0.00      0.01      21.50     29.11     91.21  
     -0.07      0.01      0.15       0.01      0.01      0.01      21.60     29.09     91.49  
     -0.07      0.02      0.15       0.02     -0.00      0.00      21.81     28.99     91.57  
     -0.06      0.02      0.15       0.01      0.00      0.00      21.94     28.94     91.64  
     -0.06      0.01      0.14       0.00      0.00      0.01      21.95     28.85     91.83  
     -0.07      0.02      0.15       0.01      0.00     -0.00      22.01     28.89     91.79  
     -0.06      0.02      0.15       0.01     -0.00      0.00      22.11     28.80     91.83  
     -0.06      0.01      0.14       0.01      0.00      0.00      22.16     28.73     91.91  
     -0.07      0.01      0.15       0.01      0.00     -0.01      22.13     28.81     91.76  
     -0.06      0.02      0.14       0.01     -0.00     -0.00      22.16     28.71     91.72  
     -0.07      0.01      0.15       0.01      0.00     -0.00      22.22     28.76     91.70  
     -0.06      0.02      0.14       0.01     -0.00     -0.01      22.17     28.76     91.55  
     -0.06      0.02      0.15       0.01      0.00     -0.00      22.20     28.76     91.46  
     -0.07      0.02      0.15       0.01      0.00     -0.00      22.23     28.78     91.41  
     -0.06      0.01      0.14       0.01     -0.00     -0.00      22.18     28.75     91.30  
     -0.07      0.02      0.15       0.01      0.00     -0.01      22.24     28.79     91.19  
     -0.07      0.01      0.15       0.01      0.00     -0.00      22.23     28.80     91.15  
     -0.06      0.01      0.14       0.01     -0.00     -0.00      22.15     28.71     91.02  
     -0.07      0.02      0.15       0.01      0.00     -0.01      22.24     28.79     90.94  
