
        AX        AY        AZ         WX        WY        WZ     AngleX    AngleY    AngleZ
     -0.06      0.02      0.15       0.01      0.00     -0.00      22.29     28.76     90.90  
     -0.07      0.01      0.15       0.01      0.00     -0.00      22.24     28.78     90.83  
     -0.06      0.02      0.14       0.01     -0.00     -0.01      22.24     28.70     90.68  
     -0.07      0.02      0.15       0.02      0.01     -0.00      22.40     28.79     90.66  
     -0.07      0.01      0.15       0.01      0.00     -0.00      22.32     28.81     90.63  
     -0.06      0.02      0.14       0.01     -0.01     -0.00      22.31     28.61     90.48  
     -0.08      0.01      0.15       0.01      0.01     -0.00      22.35     28.81     90.49  
     -0.06      0.02      0.15       0.01     -0.00     -0.00      22.42     28.72     90.43  
     -0.07      0.02      0.14       0.01     -0.00     -0.01      22.42     28.64     90.27  
     -0.07      0.01      0.15       0.01      0.01     -0.00      22.41     28.75     90.27  
     -0.06      0.02      0.15       0.01     -0.00      0.00      22.46     28.66     90.26  
     -0.07      0.02      0.15       0.01     -0.00     -0.00      22.49     28.64     90.14  
     -0.06      0.01      0.14       0.01     -0.00      0.00      22.52     28.56     90.16  
     -0.07      0.02      0.15       0.01      0.01     -0.00      22.56     28.70     90.15  
     -0.06      0.02      0.14       0.01     -0.01     -0.00      22.62     28.53     89.99  
     -0.07      0.02      0.15       0.01      0.00      0.00      22.65     28.56     90.04  
     -0.07      0.02      0.15       0.01      0.00     -0.00      22.68     28.62     90.03  
     -0.06      0.02      0.14       0.01     -0.01     -0.00      22.73     28.43     89.91  
     -0.07      0.02      0.15       0.01      0.01     -0.00      22.76     28.56     89.95  
     -0.07      0.02      0.15       0.01     -0.00      0.00      22.78     28.48     89.93  
     -0.07      0.02      0.15       0.01     -0.00     -0.01      22.80     28.46     89.81  
     -0.07      0.02      0.15       0.01      0.00      0.00      22.82     28.45     89.84  
     -0.07      0.02      0.15       0.01      0.00      0.00      22.91     28.43     89.90  
     -0.07      0.02      0.15       0.01     -0.00     -0.00      22.94     28.38     89.84  
     -0.06      0.01      0.15       0.01     -0.00      0.01      23.01     28.25     89.99  
     -0.07      0.02      0.15       0.01      0.00      0.00      23.13     28.28     90.08  
     -0.06      0.02      0.15       0.01     -0.00      0.00      23.20     28.13     90.10  
     -0.06      0.01      0.15       0.01      0.00      0.01      23.24     28.04     90.30  
     -0.07      0.02      0.15       0.01      0.00      0.01      23.38     27.98     90.43  
     -0.07      0.02      0.15       0.01     -0.00      0.00      23.49     27.92     90.49  
     -0.07      0.01      0.15       0.01      0.00      0.01      23.54     27.86     90.69  
     -0.06      0.02      0.14       0.01     -0.00      0.01      23.63     27.67     90.83  
     -0.06      0.02      0.15       0.01      0.00      0.00      23.72     27.67     90.88  
     -0.06      0.02      0.15       0.01      0.00      0.01      23.81     27.59     91.08  
     -0.06      0.02      0.15       0.01      0.00      0.01      23.90     27.51     91.29  
     -0.06      0.02      0.15       0.01     -0.00      0.01      23.99     27.38     91.43  
     -0.07      0.02      0.15       0.01      0.00      0.01      24.10     27.33     91.55  
     -0.06      0.02      0.15       0.01      0.00      0.01      24.24     27.21     91.84  
     -0.06      0.02      0.15       0.01     -0.00      0.01      24.39     27.08     92.03  
     -0.06      0.02      0.15       0.01     -0.00      0.01      24.49     26.95     92.24  
     -0.07      0.02      0.15       0.01      0.00      0.01      24.64     26.88     92.57  
     -0.06      0.02      0.15       0.01     -0.00      0.01      24.77     26.68     92.77  
     -0.06      0.02      0.15       0.02      0.00      0.01      25.04     26.54     93.03  
     -0.07      0.02      0.15       0.00      0.00      0.02      25.14     26.44     93.46  
     -0.06      0.02      0.14       0.01     -0.01      0.01      25.30     26.19     93.69  
     -0.07      0.02      0.15       0.02      0.00      0.02      25.63     26.11     94.07  
     -0.06      0.02      0.15       0.01     -0.00      0.03      25.80     25.85     94.57  
     -0.06      0.02      0.15       0.01     -0.00      0.02      25.89     25.64     94.85  
     -0.06      0.02      0.15       0.01      0.00      0.02      26.04     25.49     95.32  
     -0.06      0.02      0.15       0.01     -0.00      0.03      26.37     25.21     95.84  
     -0.07      0.03      0.15       0.01     -0.00      0.02      26.60     25.00     96.21  
     -0.06      0.02      0.14       0.01     -0.00      0.03      26.81     24.71     96.74  
     -0.07      0.02      0.15       0.01      0.01      0.02      27.00     24.61     97.22  
     -0.06      0.02      0.14       0.01     -0.01      0.02      27.11     24.24     97.63  
     -0.06      0.02      0.14       0.01     -0.00      0.03      27.31     23.97     98.14  
     -0.07      0.03      0.15       0.02      0.01      0.02      27.59     23.92     98.51  
     -0.06      0.02      0.14       0.01     -0.01      0.02      27.70     23.54     98.92  
     -0.07      0.02      0.15       0.00      0.00      0.02      27.72     23.37     99.33  
     -0.06      0.03      0.15       0.01      0.00      0.02      27.96     23.21     99.62  
     -0.06      0.03      0.15       0.01     -0.00      0.02      28.19     22.99    100.04  
     -0.06      0.02      0.15       0.01     -0.01      0.02      28.28     22.69    100.42  
     -0.06      0.03      0.15       0.01      0.00      0.02      28.40     22.55    100.75  
     -0.07      0.03      0.15       0.01      0.00      0.02      28.61     22.40    101.18  
     -0.06      0.03      0.14       0.01     -0.01      0.02      28.80     22.00    101.54  
     -0.07      0.03      0.15       0.01      0.00      0.02      28.93     21.91    101.96  
     -0.06      0.03      0.15       0.01     -0.00      0.02      29.05     21.65    102.39  
     -0.06      0.03      0.15       0.01     -0.01      0.02      29.27     21.33    102.79  
     -0.06      0.03      0.15       0.01      0.00      0.03      29.43     21.11    103.30  
     -0.06      0.03      0.15       0.01     -0.00      0.03      29.55     20.85    103.77  
     -0.06      0.03      0.15       0.01     -0.00      0.03      29.76     20.58    104.23  
     -0.06      0.03      0.14       0.01     -0.01      0.03      29.96     20.16    104.78  
     -0.06      0.03      0.15       0.01      0.00      0.03      30.08     19.94    105.31  
     -0.06      0.03      0.15       0.01     -0.00      0.03      30.19     19.59    105.81  
     -0.06      0.03      0.15       0.01     -0.00      0.04      30.42     19.22    106.45  
     -0.06      0.03      0.15       0.01     -0.00      0.03      30.63     18.91    107.03  
     -0.06      0.03      0.15       0.01     -0.00      0.03      30.77     18.50    107.61  
     -0.06      0.03      0.15       0.01     -0.00      0.03      30.97     18.18    108.23  
     -0.06      0.03      0.15       0.01     -0.00      0.04      31.12     17.75    108.84  
     -0.06      0.04      0.15       0.01     -0.00      0.03      31.28     17.41    109.39  
     -0.06      0.04      0.15       0.01      0.00      0.03      31.47     17.11    110.02  
     -0.06      0.04      0.15       0.01     -0.01      0.04      31.65     16.68    110.59  
     -0.06      0.04      0.15       0.01     -0.00      0.03      31.80     16.34    111.12  
     -0.06      0.04      0.15       0.01     -0.00      0.03      32.00     16.03    111.65  
     -0.06      0.04      0.15       0.01     -0.00      0.03      32.25     15.70    112.15  
     -0.05      0.04      0.15       0.01     -0.01      0.03      32.49     15.33    112.62  
     -0.05      0.04      0.15       0.01     -0.00      0.03      32.71     15.06    113.06  
     -0.06      0.04      0.15       0.01     -0.00      0.03      32.84     14.78    113.52  
     -0.05      0.04      0.14       0.01     -0.01      0.03      32.96     14.39    113.95  
     -0.05      0.04      0.15       0.01      0.00      0.03      33.11     14.15    114.46  
     -0.05      0.04      0.15       0.01     -0.00      0.03      33.16     13.78    114.92  
     -0.05      0.04      0.14       0.01     -0.01      0.03      33.20     13.43    115.35  
     -0.05      0.04      0.15       0.01      0.00      0.03      33.30     13.18    115.87  
     -0.05      0.04      0.15       0.01     -0.00      0.03      33.43     12.85    116.32  
     -0.05      0.04      0.15       0.01     -0.01      0.03      33.46     12.47    116.76  
     -0.05      0.04      0.15       0.01     -0.00      0.03      33.55     12.19    117.22  
     -0.05      0.05      0.15       0.01      0.00      0.03      33.66     11.98    117.67  
     -0.05      0.05      0.14       0.01     -0.01      0.03      33.72     11.54    118.09  
     -0.05      0.05      0.14       0.01     -0.00      0.03      33.87     11.29    118.51  
     -0.05      0.05      0.15       0.01      0.00      0.03      33.93     11.07    118.97  
     -0.05      0.05      0.14       0.01     -0.01      0.03      33.98     10.66    119.35  
     -0.05      0.05      0.15       0.01      0.00      0.03      34.06     10.41    119.86  
     -0.05      0.05      0.14       0.01     -0.00      0.03      34.12     10.07    120.35  
     -0.05      0.05      0.15       0.00     -0.00      0.03      34.07      9.73    120.82  
     -0.05      0.05      0.14       0.01     -0.00      0.03      34.11      9.39    121.31  
     -0.05      0.05      0.15       0.01      0.00      0.03      34.20      9.15    121.84  
     -0.04      0.05      0.14       0.01     -0.01      0.03      34.23      8.70    122.33  
     -0.05      0.05      0.14       0.01     -0.00      0.03      34.28      8.36    122.87  
     -0.05      0.05      0.15       0.01      0.00      0.03      34.31      8.08    123.44  
     -0.04      0.05      0.14       0.00     -0.01      0.04      34.32      7.59    124.00  
     -0.05      0.05      0.14       0.01     -0.00      0.04      34.40      7.22    124.56  
     -0.05      0.05      0.15       0.01     -0.00      0.04      34.44      6.90    125.15  
     -0.04      0.05      0.14       0.00     -0.01      0.04      34.41      6.48    125.69  
     -0.04      0.05      0.14       0.01     -0.01      0.04      34.50      6.06    126.22  
     -0.05      0.05      0.15       0.01     -0.00      0.03      34.54      5.76    126.79  
     -0.04      0.05      0.14       0.00     -0.01      0.04      34.52      5.34    127.30  
     -0.04      0.05      0.14       0.01     -0.01      0.04      34.61      4.93    127.84  
     -0.04      0.06      0.14       0.01     -0.00      0.03      34.63      4.61    128.38  
     -0.04      0.06      0.14       0.00     -0.01      0.03      34.63      4.25    128.88  
     -0.04      0.06      0.14       0.01     -0.01      0.04      34.66      3.81    129.44  
     -0.04      0.06      0.14       0.00     -0.00      0.04      34.66      3.41    130.03  
     -0.04      0.05      0.14       0.00     -0.00      0.03      34.57      3.05    130.56  
     -0.04      0.05      0.14       0.00     -0.01      0.04      34.51      2.61    131.15  
     -0.04      0.06      0.14       0.00     -0.00      0.04      34.48      2.24    131.78  
     -0.04      0.06      0.14       0.00     -0.01      0.04      34.41      1.83    132.30  
     -0.04      0.06      0.14       0.00     -0.00      0.04      34.35      1.44    132.90  
     -0.03      0.06      0.14       0.00     -0.01      0.04      34.31      1.04    133.47  
     -0.04      0.06      0.14       0.00     -0.00      0.04      34.26      0.67    134.03  
     -0.03      0.06      0.14       0.00     -0.01      0.04      34.16      0.27    134.59  
     -0.03      0.06      0.15       0.00     -0.01      0.04      34.12     -0.12    135.17  
     -0.03      0.06      0.14       0.00     -0.01      0.04      34.10     -0.49    135.70  
     -0.03      0.06      0.14       0.00     -0.01      0.04      34.05     -0.93    136.32  
     -0.03      0.06      0.14       0.00     -0.01      0.04      34.03     -1.35    136.93  
     -0.03      0.06      0.15       0.01     -0.00      0.04      34.01     -1.75    137.55  
     -0.03      0.06      0.14       0.00     -0.01      0.05      33.91     -2.24    138.23  
     -0.03      0.06      0.14       0.00     -0.00      0.04      33.80     -2.67    138.92  
     -0.03      0.06      0.14      -0.00     -0.00      0.05      33.64     -3.12    139.63  
     -0.03      0.06      0.14      -0.01     -0.00      0.05      33.38     -3.58    140.38  
